"ABCIndicator","AdditionalDeviceData","Assembly","AssetLocation","AssetRoom","BasicSchedulingType","BusinessArea","ControllingArea","ControllingObjectClass","CreatedByUser","Equipment","EquipmentName","FunctionalArea","FunctionalLocation","LastChangeDateTime","LatestAcceptableCompletionDate","LocAcctAssgmtWBSElmntIntID","MainWorkCenter","MainWorkCenterInternalID","MainWorkCenterPlant","MainWorkCenterTypeCode","MaintObjectFreeDefinedAttrib","MaintObjectLocAcctAssgmtNmbr","MaintOrdBasicEndDate","MaintOrdBasicEndDateTime","MaintOrdBasicEndTime","MaintOrdBasicStartDate","MaintOrdBasicStartDateTime","MaintOrdBasicStartTime","MaintOrdPersonResponsible","MaintOrdProcessPhaseCode","MaintOrdProcessSubPhaseCode","MaintOrdSchedldBscEndDateTime","MaintOrdSchedldBscStrtDateTime","MaintOrderReferenceDate","MaintOrderReferenceDateTime","MaintOrderReferenceTime","MaintOrderRoutingNumber","MaintPriority","MaintPriorityType","MaintenanceActivityType","MaintenanceNotification","MaintenanceObjectList","MaintenanceOrder","MaintenanceOrderDesc","MaintenanceOrderInternalID","MaintenanceOrderPlanningCode","MaintenanceOrderType","MaintenancePlannerGroup","MaintenancePlanningPlant","MaintenancePlant","MaintenanceRevision","OperationSystemCondition","OrdIsNotSchedldAutomatically","OrderProcessingGroup","PlantSection","ProfitCenter","ReferenceElement","ResponsibleCostCenter","ScheduledBasicEndDate","ScheduledBasicEndTime","ScheduledBasicStartDate","ScheduledBasicStartTime","SerialNumber","SuperiorProjectNetwork","TechObjIsEquipOrFuncnlLoc","TechnicalObject","TechnicalObjectLabel","WBSElementInternalID","WorkCenter","WorkCenterInternalID","WorkCenterTypeCode"
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001334","TRANSFORMER, OVERHEAD, 37.5 KVA RATING,","","?0100000000000000088","2020-05-07T17:43:15.000Z",,"0","EDOHR201","10000326","1001","A","","000000020767","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T15:42:00.000Z","2020-05-19T14:42:00.000Z","2020-05-07","2020-05-07T17:43:14.000Z","17:43:14","1000001174","4","PM","200","10001256",3833,"4001074","TRANSFORMER 10001334 INSPECTION","OR000004001074","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","15:42:00","2020-05-19","14:42:00","","","EAMS_EQUI","000000000010001334","10001334","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001335","BA,TRANSFORMER,OVERHEAD,25 KVA RATING,12","","?0100000000000000088","2020-05-07T17:43:16.000Z",,"0","EDOHR201","10000326","1001","A","","000000020769","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T15:48:00.000Z","2020-05-19T14:48:00.000Z","2020-05-07","2020-05-07T17:43:15.000Z","17:43:15","1000001175","4","PM","200","10001257",3834,"4001075","TRANSFORMER 10001335 INSPECTION","OR000004001075","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","15:48:00","2020-05-19","14:48:00","","","EAMS_EQUI","000000000010001335","10001335","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001326","TRANSFORMER 1722997","","?0100000000000000092","2020-05-07T17:43:17.000Z",,"0","EDOHR201","10000326","1001","A","","000000020771","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T17:42:00.000Z","2020-05-19T15:42:00.000Z","2020-05-07","2020-05-07T17:43:16.000Z","17:43:16","1000001176","4","PM","200","10001258",3835,"4001076","TRANSFORMER 1722997 INSPECTION","OR000004001076","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","17:42:00","2020-05-19","15:42:00","","","EAMS_EQUI","000000000010001326","10001326","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001327","TRANSFORMER 1722998","","?0100000000000000092","2020-05-07T17:43:18.000Z",,"0","EDOHR201","10000326","1001","A","","000000020773","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T17:42:00.000Z","2020-05-19T15:42:00.000Z","2020-05-07","2020-05-07T17:43:17.000Z","17:43:17","1000001177","4","PM","200","10001259",3836,"4001077","TRANSFORMER 1722998 INSPECTION","OR000004001077","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","17:42:00","2020-05-19","15:42:00","","","EAMS_EQUI","000000000010001327","10001327","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001328","TRANSFORMER 1725951","","?0100000000000000092","2020-05-07T17:43:18.000Z",,"0","EDOHR201","10000326","1001","A","","000000020775","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T17:48:00.000Z","2020-05-19T15:48:00.000Z","2020-05-07","2020-05-07T17:43:18.000Z","17:43:18","1000001178","4","PM","200","10001260",3837,"4001078","TRANSFORMER 1725951 INSPECTION","OR000004001078","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","17:48:00","2020-05-19","15:48:00","","","EAMS_EQUI","000000000010001328","10001328","0","","0",""
"B","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001333","TRANSFORMER, PADMOUNT, 150 KVA RATING, 1","","?0100000000000000087","2020-05-07T17:43:19.000Z",,"0","EDOHR201","10000326","1001","A","","000000020777","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T18:42:00.000Z","2020-05-19T17:42:00.000Z","2020-05-07","2020-05-07T17:43:19.000Z","17:43:19","1000001179","4","PM","200","10001261",3838,"4001079","TRANSFORMER 10001333 INSPECTION","OR000004001079","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","18:42:00","2020-05-19","17:42:00","","","EAMS_EQUI","000000000010001333","10001333","0","","0",""
"C","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001323","TRANSFORMER 1651329","","?0100000000000000089","2020-05-07T17:43:20.000Z",,"0","EDOHR201","10000326","1001","A","","000000020779","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T18:42:00.000Z","2020-05-19T17:42:00.000Z","2020-05-07","2020-05-07T17:43:19.000Z","17:43:19","1000001180","4","PM","200","10001262",3839,"4001080","TRANSFORMER 1651329 INSPECTION","OR000004001080","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","18:42:00","2020-05-19","17:42:00","","","EAMS_EQUI","000000000010001323","10001323","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001331","XFMR 3421406","","?0100000000000000090","2020-05-07T17:43:21.000Z",,"0","EDOHR201","10000326","1001","A","","000000020781","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T18:48:00.000Z","2020-05-19T17:48:00.000Z","2020-05-07","2020-05-07T17:43:20.000Z","17:43:20","1000001181","4","PM","200","10001263",3840,"4001081","TRANSFORMER 3421406 INSPECTION","OR000004001081","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","18:48:00","2020-05-19","17:48:00","","","EAMS_EQUI","000000000010001331","10001331","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001329","TRANSFORMER 1890781","","?0100000000000000086","2020-05-07T17:43:22.000Z",,"0","EDOHR201","10000326","1001","A","","000000020783","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T19:42:00.000Z","2020-05-19T18:42:00.000Z","2020-05-07","2020-05-07T17:43:21.000Z","17:43:21","1000001182","4","PM","200","10001264",3841,"4001082","TRANSFORMER 1890781 INSPECTION","OR000004001082","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","19:42:00","2020-05-19","18:42:00","","","EAMS_EQUI","000000000010001329","10001329","0","","0",""
"A","","","R3_LAC_CA","","1","0001","USEA","OC","MSTENZIG","10001325","TRANSFORMER 1669311","","?0100000000000000086","2020-05-07T17:43:23.000Z",,"0","EDOHR201","10000326","1001","A","","000000020785","2020-05-20","2020-05-20T04:00:00.000Z","04:00:00","2020-05-19","2020-05-19T04:00:00.000Z","04:00:00","","","","2020-05-19T19:42:00.000Z","2020-05-19T18:42:00.000Z","2020-05-07","2020-05-07T17:43:22.000Z","17:43:22","1000001183","4","PM","200","10001265",3842,"4001083","TRANSFORMER 1669311 INSPECTION","OR000004001083","2","M02","001","1001","1001","WORKWEEK","","","0","","USEAPROF","","OPS-REG-2","2020-05-19","19:42:00","2020-05-19","18:42:00","","","EAMS_EQUI","000000000010001325","10001325","0","","0",""
"","","","","","2","","USEA","OC","DPAONAM","","","","","2020-04-30T14:03:43.000Z",,"0","FS-MECH","10000418","1201","A","","000000020787","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","","","","2020-05-11T21:00:00.000Z","2020-05-08T18:20:00.000Z","2020-05-02","2020-05-02T03:59:59.000Z","03:59:59","1000001184","3","PM","400","",0,"4001084","Internal Repair","OR000004001084","1","M04","","1201","","","","","0","","USEAPROF","","U_PROD_FS","2020-05-11","21:00:00","2020-05-08","18:20:00","","","","","","0","","0",""
"","","","","","2","","USEA","OC","DPAONAM","","","","","2020-04-30T14:15:42.000Z",,"0","FS-MECH","10000418","1201","A","","000000020788","2020-05-12","2020-05-12T04:00:00.000Z","04:00:00","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","","","","2020-05-11T21:00:00.000Z","2020-05-11T21:00:00.000Z","2020-05-02","2020-05-02T03:59:59.000Z","03:59:59","1000001185","3","PM","400","",0,"4001085"," External Repair","OR000004001085","1","M04","","1201","","","","","0","","USEAPROF","","U_PROD_FS","2020-05-11","21:00:00","2020-05-11","21:00:00","","","","","","0","","0",""
"","","","","","1","","USEA","OC","DPAONAM","","","","","2020-04-30T14:41:16.000Z",,"0","FS-MECH","10000418","1201","A","","000000020789","2020-05-02","2020-05-02T04:00:00.000Z","04:00:00","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","","","","2020-05-01T13:00:00.000Z","2020-05-01T13:00:00.000Z","2020-05-02","2020-05-02T03:59:59.000Z","03:59:59","1000001186","3","PM","","10001266",3843,"4001086","Opex maintenance","OR000004001086","2","M01","","1201","","","","","0","","USEAPROF","","U_PROD_FS","2020-05-01","13:00:00","2020-05-01","13:00:00","","","","","","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001619","XOM Equipment 10506478","","?0100000000000000608","2022-09-28T18:41:56.000Z",,"0","XOM-VEME","10000794","1701","A","LT4203A","000000021349","2020-05-02","2020-05-02T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-01T13:32:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:37.000Z","19:59:37","1000001187","1","PM","100","10001267",3844,"4001087","LT4203A Replace Bleed Rings","OR000004001087","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-01","13:32:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001619","10001619","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001552","XOM Equipment 10479371","","?0100000000000000534","2022-09-28T18:41:56.000Z",,"0","XOM-VEME","10000794","1701","A","PSV4005B","000000021351","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T20:28:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:38.000Z","19:59:38","1000001188","1","PM","100","10001268",3845,"4001088","Inlet Block Valve to PSV 4005B leaking","OR000004001088","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-04-30","20:28:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001552","10001552","0","","0",""
"B","","","","","1","0001","USEA","OC","JHANNA","10001521","XOM Equipment 10387884","","?0100000000000000586","2020-10-29T17:51:49.000Z",,"0","XOM-PTME","10000768","1701","A","E2040","000000021353","2020-05-08","2020-05-08T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-07T17:48:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:40.000Z","19:59:40","1000001189","1","PM","100","10001269",3846,"4001089","Replace or re-adjust studs on S2","OR000004001089","2","M01","001","1701","1701","2014TAWW","","","0","","USEAPROF","","OPS-REG-1","2020-05-07","17:48:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001521","10001521","0","","0",""
"A","","","","","1","0001","USEA","OC","JHANNA","10001539","XOM Equipment 10393442","","?0100000000000000589","2020-10-29T17:51:50.000Z",,"0","XOM-PTIN","10000765","1701","A","RLS10","000000021355","2020-06-03","2020-06-03T04:00:00.000Z","04:00:00","2020-05-18","2020-05-18T04:00:00.000Z","04:00:00","","","","2020-06-02T16:12:00.000Z","2020-05-18T13:00:00.000Z","2020-09-30","2020-09-30T19:59:42.000Z","19:59:42","1000001190","1","PM","100","10001270",3847,"4001090","XV2170J Station 10 Rail loading","OR000004001090","2","M01","001","1701","1701","20W21","","","0","","USEAPROF","","OPS-REG-1","2020-06-02","16:12:00","2020-05-18","13:00:00","","","EAMS_EQUI","000000000010001539","10001539","0","","0",""
"A","","","","","1","0001","USEA","OC","JHANNA","10001579","XOM Equipment 10503600","","?0100000000000000513","2022-09-28T18:41:57.000Z",,"0","XOM-THME","10000785","1701","A","TV3135A","000000021357","2020-05-07","2020-05-07T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-06T15:08:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:43.000Z","19:59:43","1000001191","1","PM","100","10001271",3848,"4001091","E3135 Heater Replace 3 Valve","OR000004001091","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-06","15:08:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001579","10001579","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001629","XOM Equipment 10509848","","?0100000000000000597","2022-09-28T18:41:58.000Z",,"0","XOM-THIN","10000782","1701","A","SDV3509","000000021359","2020-05-05","2020-05-05T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-04T16:12:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:44.000Z","19:59:44","1000001192","1","PM","100","10001272",3849,"4001092","TS&R SDV-3509 valve & positioner","OR000004001092","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-04","16:12:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001629","10001629","0","","0",""
"A","","","","","1","0001","USEA","OC","JHANNA","10001570","XOM Equipment 10501462","","?0100000000000000589","2022-09-28T18:41:59.000Z",,"0","XOM-PTIN","10000765","1701","A","XV2170R","000000021361","2020-05-07","2020-05-07T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-06T18:20:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:46.000Z","19:59:46","1000001193","1","PM","100","10001273",3850,"4001093","XV2170R Faulty, Station 18","OR000004001093","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-06","18:20:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001570","10001570","0","","0",""
"A","","","","","1","0001","USEA","OC","JHANNA","10001592","XOM Equipment 10504377","","?0100000000000000586","2022-09-28T18:42:00.000Z",,"0","XOM-PTME","10000768","1701","A","XV2100CB","000000021363","2020-05-05","2020-05-05T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-04T14:04:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:47.000Z","19:59:47","1000001194","1","PM","100","10001274",3851,"4001094","XV-2100CB grease fitting leaking","OR000004001094","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-04","14:04:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001592","10001592","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001646","XOM Equipment 10521938","","?0100000000000000606","2022-09-28T18:42:01.000Z",,"0","XOM-THIN","10000782","1701","A","MM9631","000000021365","2020-05-05","2020-05-05T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-04T16:12:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:48.000Z","19:59:48","1000001195","1","PM","100","10001275",3852,"4001095","Instal new I/P transducer and actuator","OR000004001095","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-04","16:12:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001646","10001646","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001684","XOM Equipment 10546797","","?0100000000000000602","2022-09-28T18:42:01.000Z",,"0","XOM-THEL","10000780","1701","A","N992324C652T","000000021367","2020-05-02","2020-05-02T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-01T19:56:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:49.000Z","19:59:49","1000001196","2","PM","100","10001276",3853,"4001096","N992324C652T Circuit Bkr. Maint. 36M","OR000004001096","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-01","19:56:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001684","10001684","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001614","XOM Equipment 10505820","","?0100000000000000588","2022-09-28T18:42:02.000Z",,"0","XOM-PTME","10000768","1701","A","SDV2150","000000021369","2020-05-02","2020-05-02T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-01T15:40:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:51.000Z","19:59:51","1000001197","1","PM","100","10001277",3854,"4001097","Replace Air supply valve on SDV2150","OR000004001097","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-01","15:40:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001614","10001614","0","","0",""
"B","","","","","1","0001","USEA","OC","JHANNA","10001527","XOM Equipment 10390729","","?0100000000000000494","2022-09-28T18:42:03.000Z",,"0","XOM-GOEL","10000748","1701","A","K1301","000000021371","2020-05-02","2020-05-02T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-01T17:48:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:52.000Z","19:59:52","1000001198","1","PM","100","10001278",3855,"4001098","K-1301 local display screen","OR000004001098","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-01","17:48:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001527","10001527","0","","0",""
"B","","","","","1","0001","USEA","OC","JHANNA","10001594","XOM Equipment 10504493","","?0100000000000000494","2022-09-28T18:42:03.000Z",,"0","XOM-GOME","10000753","1701","A","P1301","000000021373","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T20:28:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:53.000Z","19:59:53","1000001199","2","PM","100","10001279",3856,"4001099","GO P1301RPL SERVO ACCUMULATOR 84M MECH","OR000004001099","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-04-30","20:28:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001594","10001594","0","","0",""
"C","","","","","1","0001","USEA","OC","JHANNA","10001630","XOM Equipment 10519072","","?0100000000000000492","2022-09-28T18:42:04.000Z",,"0","XOM-GOIN","10000750","1701","A","FE1005A","000000021375","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T17:16:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:54.000Z","19:59:54","1000001200","1","PM","100","10001280",3857,"4001100","Trigger:Obtain seal on orifice exchanger","OR000004001100","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-04-30","17:16:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001630","10001630","0","","0",""
"","","","","","1","0001","USEA","OC","JHANNA","","","","?0100000000000000544","2022-09-28T18:42:05.000Z",,"0","XOM-SVME","10000776","1701","A","","000000021377","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T20:28:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:56.000Z","19:59:56","1000001201","1","PM","100","10001281",3858,"4001101","Replace V7-12-116 US Block Valve","OR000004001101","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-04-30","20:28:00","2020-04-30","13:00:00","","","EAMS_FL","?0100000000000000544","146-0001-017","0","","0",""
"","","","","","1","0001","USEA","OC","JHANNA","","","","?0100000000000000602","2022-09-28T18:42:06.000Z",,"0","XOM-THEL","10000780","1701","A","","000000021379","2020-05-05","2020-05-05T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-04T20:28:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:57.000Z","19:59:57","1000001202","3","PM","100","10001282",3859,"4001102","N9921/3 LV Swbd SST Unit Maintenance 60M","OR000004001102","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-04","20:28:00","2020-04-30","13:00:00","","","EAMS_FL","?0100000000000000602","142-0001-036-92","0","","0",""
"","","","","","1","0001","USEA","OC","JHANNA","","","","?0100000000000000602","2022-09-28T18:42:06.000Z",,"0","XOM-THEL","10000780","1701","A","","000000021381","2020-05-01","2020-05-01T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-04-30T17:16:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:58.000Z","19:59:58","1000001203","3","PM","100","10001283",3860,"4001103","N9921B526/8 FDR MFR Prot Relay Maint 60M","OR000004001103","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-04-30","17:16:00","2020-04-30","13:00:00","","","EAMS_FL","?0100000000000000602","142-0001-036-92","0","","0",""
"A","","","","","1","0001","USEA","OC","JHANNA","10001561","XOM Equipment 10487831","","?0100000000000000500","2022-09-28T18:42:07.000Z",,"0","XOM-GOME","10000753","1701","A","DZ1415","000000021383","2020-05-09","2020-05-09T04:00:00.000Z","04:00:00","2020-04-30","2020-04-30T04:00:00.000Z","04:00:00","","","","2020-05-08T17:16:00.000Z","2020-04-30T13:00:00.000Z","2020-09-30","2020-09-30T19:59:59.000Z","19:59:59","1000001204","1","PM","100","10001284",3861,"4001104","Change out glycol filter","OR000004001104","2","M01","001","1701","1701","2014TA","","","0","","USEAPROF","","OPS-REG-1","2020-05-08","17:16:00","2020-04-30","13:00:00","","","EAMS_EQUI","000000000010001561","10001561","0","","0",""
